1.000000000000000000e+01	1.000000000000000000e+00	7.053588776985830009e+02	4.054699992948122826e+02
1.000000000000000000e+01	2.000000000000000000e+00	7.167141566318815649e+02	3.837699993207905891e+02
2.000000000000000000e+01	1.000000000000000000e+00	6.850974976312081708e+02	4.045399992960692543e+02
2.000000000000000000e+01	2.000000000000000000e+00	7.004605220771406948e+02	3.841299993203716099e+02
3.000000000000000000e+01	1.000000000000000000e+00	6.648361175684328828e+02	4.036099992973262829e+02
3.000000000000000000e+01	2.000000000000000000e+00	6.842165680620614694e+02	3.844799993199526398e+02
4.000000000000000000e+01	1.000000000000000000e+00	6.445747375010579390e+02	4.026799992981642617e+02
4.000000000000000000e+01	2.000000000000000000e+00	6.679629335073207130e+02	3.848399993195336037e+02
5.000000000000000000e+01	1.000000000000000000e+00	6.242843158009001172e+02	4.018399992994213221e+02
5.000000000000000000e+01	2.000000000000000000e+00	6.480113308700964581e+02	3.818099993233046803e+02
6.000000000000000000e+01	1.000000000000000000e+00	6.037615610292791644e+02	4.018399992994213221e+02
6.000000000000000000e+01	2.000000000000000000e+00	6.280694087817325908e+02	3.787799993270757568e+02
7.000000000000000000e+01	1.000000000000000000e+00	5.832388062576583252e+02	4.018399992994213221e+02
7.000000000000000000e+01	2.000000000000000000e+00	6.081178061491078779e+02	3.757499993304277837e+02
8.000000000000000000e+01	1.000000000000000000e+00	5.627160514860374860e+02	4.018399992994213221e+02
8.000000000000000000e+01	2.000000000000000000e+00	5.868302883440718460e+02	3.737999993329418089e+02
8.000000000000000000e+01	3.000000000000000000e+00	2.041389951166089816e+02	6.224399990343997615e+02
9.000000000000000000e+01	1.000000000000000000e+00	5.421932967144166469e+02	4.018399992994213221e+02
9.000000000000000000e+01	2.000000000000000000e+00	5.649522573115177693e+02	3.723199993346178758e+02
9.000000000000000000e+01	3.000000000000000000e+00	2.222028915337076853e+02	5.884399990752109488e+02
1.000000000000000000e+02	1.000000000000000000e+00	5.223384995290014103e+02	4.016699992994213062e+02
1.000000000000000000e+02	2.000000000000000000e+00	5.430839068278243076e+02	3.708399993362938858e+02
1.000000000000000000e+02	3.000000000000000000e+00	2.413026062341083957e+02	5.604899991087734179e+02
1.100000000000000000e+02	1.000000000000000000e+00	5.084469178797334621e+02	3.999299993015163182e+02
1.100000000000000000e+02	2.000000000000000000e+00	5.213026812424797072e+02	3.712599993358748520e+02
1.100000000000000000e+02	3.000000000000000000e+00	2.610896396083168156e+02	5.365799991376848084e+02
1.200000000000000000e+02	1.000000000000000000e+00	4.945553362304655707e+02	3.981899993036113869e+02
1.200000000000000000e+02	2.000000000000000000e+00	4.995214556617347057e+02	3.716699993354558842e+02
1.200000000000000000e+02	3.000000000000000000e+00	2.822609908753215109e+02	5.134099991653392863e+02
1.300000000000000000e+02	1.000000000000000000e+00	4.783985071183346918e+02	3.974799993044493931e+02
1.300000000000000000e+02	2.000000000000000000e+00	4.781177713214270852e+02	3.716199993354558728e+02
1.300000000000000000e+02	3.000000000000000000e+00	3.066946857077674622e+02	4.919799991908986385e+02
1.400000000000000000e+02	1.000000000000000000e+00	4.616802064142285644e+02	3.970199993048684064e+02
1.400000000000000000e+02	2.000000000000000000e+00	4.569657811434043992e+02	3.712499993358748611e+02
1.400000000000000000e+02	3.000000000000000000e+00	3.308476447433057501e+02	4.721699992147820240e+02
1.500000000000000000e+02	1.000000000000000000e+00	4.412639376340782178e+02	3.973899993044493613e+02
1.500000000000000000e+02	2.000000000000000000e+00	4.358137909658415197e+02	3.708799993362938494e+02
1.500000000000000000e+02	3.000000000000000000e+00	3.538970216829553692e+02	4.588399992307042794e+02
1.600000000000000000e+02	1.000000000000000000e+00	4.183791299546847995e+02	3.982899993036113528e+02
1.600000000000000000e+02	2.000000000000000000e+00	4.131419552698490634e+02	3.706099993367128604e+02
1.600000000000000000e+02	3.000000000000000000e+00	3.777498838330640751e+02	4.458399992466265189e+02
1.700000000000000000e+02	1.000000000000000000e+00	3.955040028195523405e+02	3.991999993023543993e+02
1.700000000000000000e+02	2.000000000000000000e+00	3.903055503136004631e+02	3.703499993371318624e+02
1.700000000000000000e+02	3.000000000000000000e+00	4.088728350557287285e+02	4.358399992583586595e+02
1.800000000000000000e+02	1.000000000000000000e+00	3.725998340507169928e+02	4.004399993010973731e+02
1.800000000000000000e+02	2.000000000000000000e+00	3.674691453578117830e+02	3.700999993375509121e+02
1.800000000000000000e+02	3.000000000000000000e+00	4.394149535955961596e+02	4.252299992713478787e+02
1.900000000000000000e+02	1.000000000000000000e+00	3.496375820135559138e+02	4.024399992985833023e+02
1.900000000000000000e+02	2.000000000000000000e+00	3.446327404015631259e+02	3.698399993375509212e+02
1.900000000000000000e+02	3.000000000000000000e+00	4.697247390630807331e+02	4.143599992843370501e+02
2.000000000000000000e+02	1.000000000000000000e+00	3.266850105206559078e+02	4.044399992960692316e+02
2.000000000000000000e+02	2.000000000000000000e+00	3.222706821361811649e+02	3.712699993358748429e+02
2.000000000000000000e+02	3.000000000000000000e+00	4.997925109148412730e+02	4.053599992952312618e+02
2.100000000000000000e+02	1.000000000000000000e+00	3.037227584834948289e+02	4.064399992935552177e+02
2.100000000000000000e+02	2.000000000000000000e+00	2.999183044150601631e+02	3.726999993341988784e+02
2.100000000000000000e+02	3.000000000000000000e+00	5.295021026087068776e+02	3.991499993023543311e+02
