0.000000000000000000e+00	1.000000000000000000e+00	4.292005796189617399e+02	3.183891741032233540e+02
0.000000000000000000e+00	2.000000000000000000e+00	5.325181108148191242e+02	2.634758854893394187e+02
0.000000000000000000e+00	3.000000000000000000e+00	2.955512961443555469e+02	4.166550589910987696e+02
0.000000000000000000e+00	4.000000000000000000e+00	1.239873223224390841e+02	3.116454369050200057e+02
0.000000000000000000e+00	5.000000000000000000e+00	6.377313765314197553e+02	2.981579625086132523e+02
0.000000000000000000e+00	6.000000000000000000e+00	6.576365889631946402e+02	3.376569946695763065e+02
0.000000000000000000e+00	7.000000000000000000e+00	6.367835092710480467e+02	4.657880014350364490e+02
0.000000000000000000e+00	8.000000000000000000e+00	6.557408544424513366e+02	4.330327064722768000e+02
0.000000000000000000e+00	9.000000000000000000e+00	6.680631288092678233e+02	2.451714559516471468e+02
0.000000000000000000e+00	1.000000000000000000e+01	6.995888857718426834e+01	2.278304174418083790e+02
0.000000000000000000e+00	1.100000000000000000e+01	6.142808324901696437e+01	2.432446738947293170e+02
0.000000000000000000e+00	1.200000000000000000e+01	4.341860533402209654e+01	2.442080649233900544e+02
0.000000000000000000e+00	1.300000000000000000e+01	3.109633097112376277e+01	2.644392765175965110e+02
0.000000000000000000e+00	1.400000000000000000e+01	5.372574471076699183e+02	1.786974749978706996e+02
0.000000000000000000e+00	1.500000000000000000e+01	5.097692966064329880e+02	1.892947763095061191e+02
0.000000000000000000e+00	1.600000000000000000e+01	4.822811461051960009e+02	1.777340839696135504e+02
0.000000000000000000e+00	2.100000000000000000e+01	4.623759336729707456e+02	5.004700784539066944e+02
0.000000000000000000e+00	2.200000000000000000e+01	4.415228539817249498e+02	5.428592836997621589e+02
0.000000000000000000e+00	2.500000000000000000e+01	5.154565001596554339e+02	4.285934000433542224e+01
0.000000000000000000e+00	2.130000000000000000e+02	2.197219154492847508e+02	1.074065389020013299e+02
0.000000000000000000e+00	2.140000000000000000e+02	1.998167030170594956e+02	1.083699299314694144e+02
0.000000000000000000e+00	2.150000000000000000e+02	2.320441898124983595e+02	1.507591351755891651e+02
0.000000000000000000e+00	2.160000000000000000e+02	2.130868446388432176e+02	1.584662634036642430e+02
0.000000000000000000e+00	2.170000000000000000e+02	3.675892078042448929e+02	3.723390716888502538e+02
0.000000000000000000e+00	2.180000000000000000e+02	1.884422959128664274e+02	4.128014948776667552e+02
0.000000000000000000e+00	2.190000000000000000e+02	3.505275971481805186e+02	4.311059244157626154e+02
0.000000000000000000e+00	2.200000000000000000e+02	3.912858892716515697e+02	3.944970653399744833e+02
0.000000000000000000e+00	2.730000000000000000e+02	6.974470138267444099e+02	2.576955393193931059e+02
0.000000000000000000e+00	4.090000000000000000e+02	5.306223762985795247e+02	3.790828088866499002e+02
1.000000000000000000e+01	1.000000000000000000e+00	4.461105315138170795e+02	3.152677871713797231e+02
1.000000000000000000e+01	2.000000000000000000e+00	5.492290105867978127e+02	2.639864827345538174e+02
1.000000000000000000e+01	3.000000000000000000e+00	3.080915799765538168e+02	4.001810724069739535e+02
1.000000000000000000e+01	4.000000000000000000e+00	1.322811608358287572e+02	3.071271329820622782e+02
1.000000000000000000e+01	5.000000000000000000e+00	6.052858802642939509e+02	2.940828184588072531e+02
1.000000000000000000e+01	6.000000000000000000e+00	6.468024661965125688e+02	3.342176886984118482e+02
1.000000000000000000e+01	7.000000000000000000e+00	6.200346948104559033e+02	4.593621832761539281e+02
1.000000000000000000e+01	8.000000000000000000e+00	6.401484380386118573e+02	4.289960980636494696e+02
1.000000000000000000e+01	9.000000000000000000e+00	6.649825602153118780e+02	2.360192411825992167e+02
1.000000000000000000e+01	1.000000000000000000e+01	8.214846152394584067e+01	2.272812845558188997e+02
1.000000000000000000e+01	1.100000000000000000e+01	6.876457583136784990e+01	2.435529590241591222e+02
1.000000000000000000e+01	1.200000000000000000e+01	5.176931588303405363e+01	2.423776219694190104e+02
1.000000000000000000e+01	1.300000000000000000e+01	3.936173346683738572e+01	2.623872536276551273e+02
1.000000000000000000e+01	1.400000000000000000e+01	5.391531816284131082e+02	1.778593248034443945e+02
1.000000000000000000e+01	1.500000000000000000e+01	5.179399123764247861e+02	1.896223292591216136e+02
1.000000000000000000e+01	1.600000000000000000e+01	4.914470224963261558e+02	1.793429469872106665e+02
1.000000000000000000e+01	2.100000000000000000e+01	4.644043696065631366e+02	4.990924292833819891e+02
1.000000000000000000e+01	2.200000000000000000e+01	4.437692993847524008e+02	5.380423285581940718e+02
1.000000000000000000e+01	2.300000000000000000e+01	5.947547669611923027e+01	4.025413804263450857e+02
1.000000000000000000e+01	2.500000000000000000e+01	5.165086328182176203e+02	5.142388624823348664e+01
1.000000000000000000e+01	2.130000000000000000e+02	2.135418209229208628e+02	9.525817803655530724e+01
